Product & Geography Sales Metrics (CCL Supplier),,,,
Time:Week Ending 11-01-23,,,,
CCL Supplier:All CCL Suppliers,,,,
CCL Brand:All CCL Brands,,,,
Geography,Product,UPC ID,Dollar Sales,Unit Sales
0013,Sprite 250 Ml,00006700001921,0,0
0013,Reeds Ginger Brew Extra 355 Ml,00003391901007,0,0
0013,Fanta Orange Can 355 Ml,00006700001433,0,0
0013,Sprite Zero 355 Ml,00006700001461,0,0
0013,Mug Rootbeer Diet 355Ml 12Pk 4260 Ml,00006900005077,0,0
0013,Pepsi Zero Sugar 355 Ml,00006900016900,0,0
0013,Canaddry Ginger Ale Diet 1332 Ml,00006210002038,0,0
0013,Cocacola Zero 4260 Ml,00006700011746,0,0
0013,Gurds Soda Tonic Water 1000 Ml,00005749602147,0,0
0013,7Up Cans 355Ml 12Pk 4260 Ml,00006540001159,0,0
0013,Grizzlypaw Cream Soda 1420 Ml,00018244001195,0,0
0013,Sprite Soft Drink Lymonade 355 Ml,00006700002166,0,0
0013,Canaddry Gng Ale Crft Prem 237 Ml,00006210001133,0,0
0013,Big8 Soda Big Up 355 Ml,00006448001303,0,0
0013,Big8 Tonic Diet 355 Ml,00006448001808,0,0
0013,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,0,0
0013,Grizzlypaw Root Beer 1420 Ml,00087452801001,0,0
0013,Grizzlypaw Black Cherry Cola 1420 Ml,00087452801000,0,0
0013,Cocacola Cherry Coke 330 Ml,00544900001950,0,0
0013,Stewart Soda Black Cherry 355 Ml,00009879401039,0,0
0013,Canaddry Gingerale Diet Blckb 355 Ml,00006210001192,0,0
0013,Marco Soda Ginger Can 355 Ml,00062869376104,0,0
0013,Nestea Iced Tea 500 Ml,00005500018383,0,0
0013,Panache Prem Soda Ginger Beer 800 Ml,00062368213400,0,0
0013,Sumol Passion Fruit Drink 1500 Ml,00068297801131,0,0
0013,Jarritos Soft Drink Watermelon 370 Ml,00009047801262,0,0
0013,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,0,0
0013,Cocacola Diet 4260 Ml,00006700011403,0,0
0013,Muskoka Old Tyme Orange 355 Ml,00062168063238,0,0
0013,Guarana Beverage Antarcclssc 350 Ml,00789199102390,0,0
0013,Incakola Soft Drink 2000 Ml,00004900003728,0,0
0013,Sparkmth Ccmbr Mint Tonic Try 250 Ml,00081827801932,0,0
0013,Marble Pop Original 200 Ml,00007441078811,0,0
0013,Popshopp Pineapple 355 Ml,00018000901007,0,0
0013,Rieme Pink Lemonade Crackling 330 Ml,00085123101020,0,0
0013,Schweppe Ginger Ale 355 Ml,00001660001121,0,0
0013,Big8 Tonic Water 2000 Ml,00006448001142,0,0
0013,Canadadr Lemonade Ginger Ale 355 Ml,00006210001182,0,0
0013,Crush Soda Orange 355 Ml,00005600001155,0,0
0013,Sumol Drink Passionfruit 330 Ml,00068297801133,0,0
0013,1642 Sparkling Beverage Yuzu 750 Ml,00062805581931,0,0
0013,Mug Rootbeer 355Ml 355 Ml,00006900005050,0,0
0013,Phillips Soda Daredevl Orngcrm 355 Ml,00081827801905,0,0
0013,Cocacola Diet 250 Ml,00006700001919,0,0
0013,Virgil Cream Soda 355 Ml,00003391913345,0,0
0013,Chill Street Picnic Wild Blueb 330 Ml,00084055701009,0,0
0013,Minhascr Ginger Beer 330 Ml,00008526841494,0,0
0013,Muskoka Silver Birch Beer 355 Ml,00062168063244,0,0
0013,Hata Ramune Soda Strawberry 200 Ml,00490249410015,0,0
0013,Coolrngs Energy Drink 250 Ml,00062491301727,0,0
0013,Stewarts Soda Grape 355 Ml,00009879401035,0,0
0013,Fentiman Soda Tonic Water 275 Ml,00502939601034,0,0
0004,Pepsi Multipack 4260 Ml,00006900001984,149.92,12
0004,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,145.48,18
0022,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,131.88,18
0004,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,115.9,15
0004,Canaddry Gingerale Diet 4260 Ml,00006210001894,99.9,15
0026,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,93.92,12
0022,Cocacola Soft Drink Bottle 300 Ml,00006700001805,89.94,9
0004,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,87.92,12
0004,Grizzlypaw Ginger Beer 1420 Ml,00018244001198,83.94,9
0004,Annex Root Beer 355 Ml,00062850433304,80.94,9
0004,Big8 Tonic Water 2000 Ml,00006448001142,80.94,9
0004,Sprkmouth Sprklng Wtr Grpfrt 355 Ml,00081827801346,79.9,15
0004,Fentimans Ginger Beer 800 Ml,00502939601222,78.32,12
0022,A&W Rootbeer 355Ml 355 Ml,00005953101002,77.94,9
0026,Pepsi Multipack 4260 Ml,00006900001984,75.96,6
0022,Stewarts Soda Cream 355 Ml,00009879401037,67.92,12
0026,Stewarts Soda Cream 355 Ml,00009879401037,67.92,12
0022,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,65.94,9
0004,Rieme Pink Lemonade Crackling 330 Ml,00085123101020,63.92,12
0004,1642Toni Bev Sparkling Light 750 Ml,00062805581936,63.92,12
0022,Guarana Beverage Antarcclssc 350 Ml,00789199102390,63.92,12
0022,Sprkmouth Sprklng Wtr Grpfrt 355 Ml,00081827801346,63.92,12
0004,Cocacola Soft Drink Bottle 300 Ml,00006700001805,59.96,6
0026,1642 Ginger Beer 750 Ml,00062805581928,59.96,6
0022,7Up Soft Drink Diet 1332 Ml,00006540001808,59.94,9
0004,Fresca Soft Drink 222Ml 1332 Ml,00006700012243,55.96,6
0004,Crush Soda Pineapple 2L 2000 Ml,00005600001347,55.96,6
0004,Cocacola Cherry Coke 330 Ml,00544900001950,55.96,6
0004,Philips Soda Cola All Natural 355 Ml,00081827801902,55.96,6
0004,Sumol Drink Passionfruit 330 Ml,00068297801133,55.96,6
0022,Crush Soda Pineapple 2L 2000 Ml,00005600001347,55.96,6
0026,Stewart Soda Black Cherry 355 Ml,00009879401039,55.96,6
0004,Cocacola Clss Mini Sleek Can 1332 Ml,00006700011983,53.96,6
0022,Cocacola Clss Mini Sleek Can 1332 Ml,00006700011983,53.96,6
0026,Cocacola Clss Mini Sleek Can 1332 Ml,00006700011983,53.96,6
0004,Cocacola Zero Sugar Move 300 Ml,00006700001017,51.96,6
0004,Goya Malt Beverage 6Pk 2130 Ml,00004133108822,51.96,6
0022,Goya Malt Beverage 6Pk 2130 Ml,00004133108822,51.96,6
0026,Cocacola Zero Sugar Move 300 Ml,00006700001017,51.96,6
0022,Canaddry Ginger Ale Zero Sugar 355 Ml,00006210001018,51.94,9
0026,Canaddry Ginger Ale Zero Sugar 355 Ml,00006210001018,51.94,9
0004,Pepsi Zero Sugar 1332 Ml,00006900015936,47.96,6
0022,Pepsi Zero Sugar 1332 Ml,00006900015936,47.96,6
0004,Mountdew Ice 591 Ml,00006900001827,47.94,9
0022,Mountdew Ice 591 Ml,00006900001827,47.94,9
0022,Annex Ginger Beer 355 Ml,00062850433305,47.94,9
0022,1642Toni Bev Sparkling Light 750 Ml,00062805581936,47.94,9
0026,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,45.98,3
0022,Jarritos Grapefruit Soft Drink 370 Ml,00009047842007,44.94,9
0004,Minhascr Soda Black Cherry 330 Ml,00008526841479,43.96,6
0022,Cocacola Diet 2000 Ml,00006700001897,43.96,6
0026,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,43.96,6
0004,7Up Soft Drink Diet 1332 Ml,00006540001808,39.96,6
0004,Grizzlypaw Black Cherry Cola 1420 Ml,00018244001196,39.96,6
0004,Dads Root Beer 4 Ea,00083362701040,39.16,6
0004,Grizzlypaw Grapefruit Soda 1420 Ml,00087452801005,39.16,6
0022,Dads Root Beer 4 Ea,00083362701040,39.16,6
0022,Pepsi Multipack 4260 Ml,00006900001984,37.98,3
0004,Stewarts Soda Cream 355 Ml,00009879401037,31.96,6
0004,Jarritos Soft Drink Hibiscus 370 Ml,00009047801264,31.96,6
0022,Rieme Pink Lemonade Crackling 330 Ml,00085123101020,31.96,6
0026,Rieme Pink Lemonade Crackling 330 Ml,00085123101020,31.96,6
0004,Nestea Iced Tea 500 Ml,00005500018383,29.98,3
0022,Nestea Iced Tea 500 Ml,00005500018383,29.98,3
0026,Cocacola Soft Drink Bottle 300 Ml,00006700001805,29.98,3
0026,Nestea Iced Tea 500 Ml,00005500018383,29.98,3
0004,Big8 Soft Drink Pineapple 355 Ml,00006448010529,27.98,3
0022,Cocacola Cherry Coke 330 Ml,00544900001950,27.98,3
0022,Grizzlypaw Ginger Beer 1420 Ml,00018244001198,27.98,3
0022,Sumol Drink Passionfruit 330 Ml,00068297801133,27.98,3
0026,Cocacola Diet Caff/Free Can 355 Ml,00006700001929,27.98,3
0026,Cocacola Zero Sugar Zero Caff 355 Ml,00006700002116,27.98,3
0026,Grizzlypaw Ginger Beer 1420 Ml,00018244001198,27.98,3
0022,Schweppe Ginger Ale 355 Ml,00001660001121,26.98,3
0022,Big8 Tonic Water 2000 Ml,00006448001142,26.98,3
0026,Annex Root Beer 355 Ml,00062850433304,26.98,3
0004,Jonesoda Pineapple Cream Soda 355 Ml,00062022121013,25.98,3
0004,Candry Ginger Ale Cbry 355Ml 355 Ml,00006210001248,25.98,3
0004,Mountain Dew Diet 591 Ml,00006900006058,25.98,3
0022,Pepsi Diet Pl 24X355Ml 355 Ml,00006900002124,25.98,3
0026,Pepsi Diet Pl 24X355Ml 355 Ml,00006900002124,25.98,3
0022,Comp Soft Drink Cola 1332 Ml,00005574255844,23.98,3
0026,Comp Soft Drink Cola 1332 Ml,00005574255844,23.98,3
0026,Minhascr Soda Black Cherry 330 Ml,00008526841479,21.98,3
0026,Cocacola Diet 2000 Ml,00006700001897,21.98,3
0004,Brio Chinotto Can 355 Ml,00005995751630,19.98,3
0026,7Up Soft Drink Diet 1332 Ml,00006540001808,19.98,3
0026,Canaddry Gingerale Diet 4260 Ml,00006210001894,19.98,3
0022,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,19.58,3
0022,Fentimans Ginger Beer 800 Ml,00502939601222,19.58,3
0026,Panache Prem Soda Tonic Water 800 Ml,00062368213401,19.58,3
0004,Guarana Beverage Antarcclssc 350 Ml,00789199102390,15.98,3
0004,Canaddry Ginger Ale Zero Sugar 355 Ml,00006210001018,15.98,3
0026,Mountdew Ice 591 Ml,00006900001827,15.98,3
0026,Sprkmouth Sprklng Wtr Grpfrt 355 Ml,00081827801346,15.98,3
0004,Drpepper Diet 355 Ml,00005490001030,0,0
0004,A&W Rootbeer 355Ml 355 Ml,00005953101002,0,0
0004,A&W Root Beer 1332 Ml,00005953101282,0,0
0004,Fentiman Ginger Beer 275 Ml,00502939601031,0,0
0004,Jarritos Soft Drink S/Bry Frt 370 Ml,00009047842009,0,0
0004,Cocacola Softdrink Zero Cherry 355 Ml,00006700001819,0,0
0004,Cocacola Zero Sugar Ultimate 500 Ml,00006700002159,0,0
0004,Cocacola Diet Caff/Free Can 355 Ml,00006700001929,0,0
0004,Cocacola Zero Sugar Zero Caff 355 Ml,00006700002116,0,0
0004,Fevertre Ginger Beer 200Ml 800 Ml,00089819501127,0,0
0004,Crystal Pepsi 591 Ml,00006900017000,0,0
0004,Phillips Soda Spitfire Gngrale 355 Ml,00081827801904,0,0
0004,Cocacola Zero Sugar 250 Ml,00006700001920,0,0
0004,Pepsi Diet 355 Ml,00006900002078,0,0
0004,Sprite Zero 4260 Ml,00006700001387,0,0
0004,Dandypop Drink Sour Peach 355 Ml,00062850424960,0,0
0004,Crush Birch Beer 591Ml 591 Ml,00005600001547,0,0
0004,Cocacola Zero Sugar Dreamworld 500 Ml,00006700002146,0,0
0004,Maguary Cashew Juice 1000 Ml,00789600054035,0,0
0004,Fevertre Tonic Water Light 800 Ml,00506010846023,0,0
0004,Fevertre Water Tonic Eldrflw 800 Ml,00089819501165,0,0
0004,Fevertre Water Tonic 800 Ml,00089819501101,0,0
0004,Pepsi Diet Pl 24X355Ml 355 Ml,00006900002124,0,0
0004,Sprite 250 Ml,00006700001921,0,0
0004,Reeds Ginger Brew Extra 355 Ml,00003391901007,0,0
0004,Fanta Orange Can 355 Ml,00006700001433,0,0
0004,Sprite Zero 355 Ml,00006700001461,0,0
0004,Mug Rootbeer Diet 355Ml 12Pk 4260 Ml,00006900005077,0,0
0004,Pepsi Zero Sugar 355 Ml,00006900016900,0,0
0004,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,0,0
0004,Canaddry Ginger Ale Diet 1332 Ml,00006210002038,0,0
0004,Cocacola Zero 4260 Ml,00006700011746,0,0
0004,Gurds Soda Tonic Water 1000 Ml,00005749602147,0,0
0004,7Up Cans 355Ml 12Pk 4260 Ml,00006540001159,0,0
0004,Cocacola Diet 2000 Ml,00006700001897,0,0
0004,Grizzlypaw Cream Soda 1420 Ml,00018244001195,0,0
0004,Sprite Soft Drink Lymonade 355 Ml,00006700002166,0,0
0004,Canaddry Gng Ale Crft Prem 237 Ml,00006210001133,0,0
0004,Big8 Soda Big Up 355 Ml,00006448001303,0,0
0004,Big8 Tonic Diet 355 Ml,00006448001808,0,0
0004,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,0,0
0004,Comp Soft Drink Cola 1332 Ml,00005574255844,0,0
0004,Grizzlypaw Root Beer 1420 Ml,00087452801001,0,0
0004,Grizzlypaw Black Cherry Cola 1420 Ml,00087452801000,0,0
0004,Stewart Soda Black Cherry 355 Ml,00009879401039,0,0
0004,Teja Soda Masala 250 Ml,00006033511384,0,0
0004,Canaddry Gingerale Diet Blckb 355 Ml,00006210001192,0,0
0004,Marco Soda Ginger Can 355 Ml,00062869376104,0,0
0004,1642 Ginger Beer 750 Ml,00062805581928,0,0
0004,Panache Prem Soda Ginger Beer 800 Ml,00062368213400,0,0
0004,Sumol Passion Fruit Drink 1500 Ml,00068297801131,0,0
0004,Jarritos Soft Drink Watermelon 370 Ml,00009047801262,0,0
0004,Grizzlypaw Ginger Beer 1420 Ml,00087452801002,0,0
0004,Panache Prem Soda Tonic Water 800 Ml,00062368213401,0,0
0004,Cocacola Diet 4260 Ml,00006700011403,0,0
0004,Muskoka Old Tyme Orange 355 Ml,00062168063238,0,0
