Product & Geography Sales Metrics (Gold),,,,
Time:Week Ending 01-10-24,,,,
Province:All Provinces,,,,
Supplier:All Supplier,,,,
Brand:All Brands,,,,
SOF Same Store:All Stores,,,,
e_Commerce:All Sales,,,,
Geography,Product,UPC ID,Dollar Sales,Unit Sales
4519,Pepsi 1000 Ml,00006900001982,6.98,3
4531,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,23.98,3
4531,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,35.96,6
4531,Cocacola Diet 2000 Ml,00006700001897,17.98,3
4531,Comp Soft Drink Cola 1332 Ml,00005574255844,61.96,6
4531,Fanta Orange Can 1332 Ml,00006700012089,12.98,3
4538,7Up Soft Drink Diet 1332 Ml,00006540001808,19.98,3
4538,Pepsi Multipack 4260 Ml,00006900001984,34.98,3
4538,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,47.96,6
4538,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,35.96,6
4538,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,30.98,3
4538,Cocacola Zero 500 Ml,00006700001463,6.98,3
4522,Pepsi 1332 Ml,00006900015902,55.96,6
4522,Cocacola Zero 222Ml Mini Sleek 1332 Ml,00006700011985,27.98,3
4522,7Up Cans Diet 355Ml 355 Ml,00006540001015,9.96,6
4522,Fanta Soft Drink Orange 2000 Ml,00006700002164,4.98,3
4522,7Up Soft Drink Diet 1332 Ml,00006540001808,139.86,21
4522,Pepsi Multipack 4260 Ml,00006900001984,34.98,3
4522,Pepsi Zero Sugar 355 Ml,00006900016900,24.98,3
4522,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,71.94,9
4522,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,94.76,6
4522,Canaddry Ginger Ale Diet 1332 Ml,00006210002038,21.38,3
4522,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,35.96,6
4522,Fanta Soda Pop Orange 1332 Ml,00006700002153,41.96,6
4522,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,38.98,3
4522,Comp Soft Drink Cola 1332 Ml,00005574255844,30.98,3
4522,Canaddry Gingerale Diet 4260 Ml,00006210001894,235.18,33
4522,Fanta Orange Can 1332 Ml,00006700012089,25.96,6
4522,Cocacola Zero 500 Ml,00006700001463,6.98,3
4522,Marble Pop Blueberry 200 Ml,00007441078814,6.98,3
4522,Pepsi 1000 Ml,00006900001982,13.96,6
4522,Jarritos Soft Drink Fruit Pnch 370 Ml,00009047842003,13.96,6
4520,7Up Soft Drink Diet 1332 Ml,00006540001808,19.98,3
4520,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,17.98,3
4525,Pepsi Multipack 4260 Ml,00006900001984,69.96,6
4525,Pepsi Zero Sugar 355 Ml,00006900016900,124.9,15
4525,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,47.96,6
4525,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,17.98,3
4525,Fanta Soda Pop Orange 1332 Ml,00006700002153,20.98,3
4525,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,30.98,3
4525,Comp Soft Drink Cola 1332 Ml,00005574255844,30.98,3
4526,7Up Soft Drink Diet 1332 Ml,00006540001808,19.98,3
4526,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,23.98,3
4526,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,35.96,6
4526,Cocacola Diet 2000 Ml,00006700001897,17.98,3
4526,Fanta Soda Pop Orange 1332 Ml,00006700002153,41.96,6
4526,Canaddry Gingerale Diet 4260 Ml,00006210001894,21.38,3
4526,Cocacola Zero 500 Ml,00006700001463,20.94,9
4526,Pepsi 1000 Ml,00006900001982,6.98,3
4535,7Up Cans Diet 355Ml 355 Ml,00006540001015,4.98,3
4535,7Up Soft Drink Diet 1332 Ml,00006540001808,39.96,6
